prediction_index,threshold,TPs,FPs,FNs,Precision,Recall,Random-Guess
1,0.04834265261888504,44,234,2,0.15827338129496402,0.9565217391304348,0.15282392026578073
1,0.04819290712475777,44,235,2,0.15770609318996415,0.9565217391304348,0.15282392026578073
1,0.04688681289553642,45,235,1,0.16071428571428573,0.9782608695652174,0.15282392026578073
1,0.045863647013902664,45,236,1,0.1601423487544484,0.9782608695652174,0.15282392026578073
1,0.04190661385655403,45,237,1,0.1595744680851064,0.9782608695652174,0.15282392026578073
1,0.0414062924683094,45,238,1,0.15901060070671377,0.9782608695652174,0.15282392026578073
1,0.040828753262758255,45,239,1,0.15845070422535212,0.9782608695652174,0.15282392026578073
1,0.04064683988690376,46,239,0,0.16140350877192983,1.0,0.15282392026578073
1,0.039271559566259384,46,240,0,0.16083916083916083,1.0,0.15282392026578073
1,0.03865246847271919,46,241,0,0.1602787456445993,1.0,0.15282392026578073
1,0.0376615896821022,46,242,0,0.1597222222222222,1.0,0.15282392026578073
1,0.03324973210692406,46,243,0,0.15916955017301038,1.0,0.15282392026578073
1,0.029659787192940712,46,244,0,0.15862068965517243,1.0,0.15282392026578073
1,0.027936343103647232,46,245,0,0.15807560137457044,1.0,0.15282392026578073
1,0.02564634196460247,46,246,0,0.15753424657534246,1.0,0.15282392026578073
1,0.025029396638274193,46,247,0,0.15699658703071673,1.0,0.15282392026578073
1,0.023684222251176834,46,248,0,0.1564625850340136,1.0,0.15282392026578073
1,0.022294841706752777,46,249,0,0.15593220338983052,1.0,0.15282392026578073
1,0.020674990490078926,46,250,0,0.1554054054054054,1.0,0.15282392026578073
1,0.0193032119423151,46,251,0,0.15488215488215487,1.0,0.15282392026578073
1,0.017867974936962128,46,252,0,0.15436241610738255,1.0,0.15282392026578073
1,0.016997942700982094,46,253,0,0.15384615384615385,1.0,0.15282392026578073
1,0.016492560505867004,46,254,0,0.15333333333333332,1.0,0.15282392026578073
1,0.015177995897829533,46,255,0,0.15282392026578073,1.0,0.15282392026578073
